Year,DonorCode,DonorName,AgencyName,CrsID,RecipientName,RegionName,FlowName,USD_Commitment,CurrencyCode,ShortDescription,ProjectTitle,BroadSector,Province,Latitude,Longitude,PurposeCode,PurposeName,SectorCode,SectorName,ExpectedStartDate,CompletionDate,LongDescription,Name_of_Donor,ProjectTitle_len,PurposeName_len,ShortDescription_len,LongDescription_len
2019,5,Germany,Federal Foreign Office,2019009990,Iraq,Middle East,ODA Grants,1.24101,302,"SPECIAL PROGRAMME FOR THE MIDDLE EAST, PAKISTAN, AFGHANISTAN AND IRAQ, GERMAN ACADEMIC EXCHANGE SERVICE (DAAD)","Special programme for the Middle East, Pakistan, Afghanistan and Iraq, German Academic Exchange Service (DAAD)",Education,Baghdad,33.27924,44.38473,11420,Higher education,114,I.1.d. Post-Secondary Education,2019-01-01 00:00:00,2019-12-31 00:00:00,"The measures of the German Academic Exchange Service (DAAD) (e.g. assistance with new study courses, scholarships, training of university staff, conferences, networking activities) shall support academic cooperation with the region Middle East, Pakistan, Afghanistan and Iraq. The goal is to use the potential of university cooperation for conflict resolution and prevention by improving university structures as well as individual capacities of partner countries by training and counselling.","Germany, Federal Foreign Office",110,16,110,492
2015,5,Germany,Federal Foreign Office,2015006583,Iraq,Middle East,ODA Grants,1.234725,302,SUPPORT FOR SURVIVORS OF VIOLENCE IN IRAQ,support for survivors of violence in Iraq,IT,Nineveh,36.15456,41.84772,15220,"Civilian peace-building, conflict prevention and resolution",152,"I.5.b. Conflict, Peace & Security",2014-01-01 00:00:00,2015-12-31 00:00:00,"In 2014, Germany initiated a comprehensive program to support survivors of violence in Iraq, focusing on mental health recovery and the restoration of peaceful social cohabitation. This initiative was particularly aimed at Yazidi women and girls who had suffered under ISIS captivity. A notable component was the Special Quota Project, launched by the German state of Baden-Württemberg, which facilitated the relocation of 1,100 women and children to Germany for trauma-informed care and rehabilitation. The program provided psychological support, medical care, and social integration services, aiming to rebuild the lives of survivors and promote reconciliation","Germany, Federal Foreign Office",41,59,41,134
2022,12,United Kingdom,Conflict stability and security fund,2022003729,Iraq,Middle East,ODA Grants,1.232742,12,RETURN AND REINTERGRATION ASSISTANCE TO VULNERABLE MIGRANTS AND IDPS,Return and reintergration assistance to vulnerable migrants and IDPs,Public Administration,Baghdad,33.32929,44.39312,15190,"Facilitation of orderly, safe, regular and responsible migration and mobili",151,I.5.a. Government & Civil Society-general,2022-01-01 00:00:00,2022-12-31 00:00:00,"In 2022, the International Organization for Migration (IOM) Iraq implemented a comprehensive programme to support the return and reintegration of vulnerable migrants and internally displaced persons (IDPs). This initiative provided a range of services, including reception assistance, legal documentation, psychosocial support, and financial aid, to facilitate the safe and voluntary return of individuals to their communities. The programme aimed to address the complex needs of returnees, promoting sustainable reintegration and community cohesion. By the end of 2022, over 4.8 million people had returned to their areas of origin, with IOM playing a key role in supporting this process through its Assisted Voluntary Return and Reintegration (AVRR) programme.","United Kingdom, Conflict stability and security fund",68,75,68,76
2019,301,Canada,Royal Canadian Mounted Police of Canada,2016030002,Iraq,Middle East,ODA Grants,1.226197,301,IRAQ - MINISTERIAL LIAISON TEAM/PARTNER FORCE DEVELOPMENT TEAM/TASK FORCE CARABINIERI TRAINING MISSION,Iraq - Ministerial Liaison Team/Partner Force Development Team,IT,Baghdad,33.25354,44.21452,15210,Security system management and reform,152,"I.5.b. Conflict, Peace & Security",2016-09-14 00:00:00,2021-03-31 00:00:00,"Canadian police are currently deployed into the military structures of the Global Coalition Against Daesh. These deployments contribute to the Government of Canada's approach to the ongoing crisis in Iraq and Syria. By providing targeted support for a transition to a civilian policing model in liberated areas, the Canadian Police Arrangement will contribute to the Government of Canada's goal of promoting stabilization, recovery and development in Iraq.The Ministerial Liaison Team officer conducts high level engagements with officials in key leadership roles, disseminates and promotes various models of policing, and provides advice concerning the development of security sector reform strategies.Canadian police officers participated in the Partner Force Development Team where they oversaw the disbursement of Iraq Training and Equipment Funds.Officers deployed to the Task Force Carabinieri Training Mission provide training and instruction at the Italian-led training camp located within the  Iraqi National Police Academy.","Canada, Royal Canadian Mounted Police of Canada",102,37,102,1033
2014,301,Canada,Global Affairs Canada,2.0142E+13,Iraq,Middle East,ODA Grants,1.223445,301,EMERGENCY COUNTRY-SPECIFIC FUNDING - ICRC APPEALS 2014 / FINANCEMENT URGENT VISANT DES PAYS EN PARTICULIER - APPELS DU CICR 2014,Emergency Country-Specific Funding - ICRC Appeals 2014,Public Administration,Duhok,36.85573,42.99003,72010,Material relief assistance and services,720,VIII.1. Emergency Response,2014-03-19 00:00:00,2014-12-31 00:00:00,"The International Committee of the Red Cross s (ICRC) primary mission is to help protect the lives and dignity of people affected by war and internal violence. The ICRC provides these affected people with assistance and prevents further suffering by promoting and strengthening international humanitarian law and universal humanitarian principles.   With DFATD s support, ICRC s emergency operations aim to provide protection, food assistance, health services, livelihood support, and other essential services to populations affected by armed conflict and other situations of violence. This funding supports specific country emergency appeals. ","Canada, Global Affairs Canada",128,39,128,1366
2022,12,United Kingdom,"Foreign, Commonwealth and Development Office",2022000142,Iraq,Middle East,ODA Grants,1.22288,12,"CATALYTIC CLIMATE ACTION IN IRAQ: NDC, ENERGY, WATER AND DROUGHT MANAGEMENT","Catalytic Climate Action in Iraq: NDC, Energy, Water and Drought Management",Other,Erbil,36.3213,44.15763,41010,Environmental policy and administrative management,410,IV.1. General Environment Protection,2021-12-01 00:00:00,2025-03-31 00:00:00,"This programme seeks to catalyse climate action in Iraq by supporting activities to increase climate ambition.  Iraq ratified the Paris Agreement on January 14, 2021. In October 2021, the Government of Iraq (GoI) signed their first National Determined Contribution (NDC), which will be presented at COP26. The GoI has asked for support to deliver climate mitigation and adaptation objectives. This programme will support the GOI transition to a low-carbon and climate-resilient economy. Iraq is highly dependent on oil, accounting for 90% of revenue and 37% of GDP. Iraq is exposed to declining oil demand and climate impacts, including water shortages, desertification and emissions, compounded by rapid population growth.","United Kingdom, Foreign, Commonwealth and Development Office",75,50,75,723
2016,302,United States,State Department,2016008074,Iraq,Middle East,ODA Grants,1.222118,302,"CVT PROPOSES TO ADDRESS THE TRAUMA AND REHABILITATION NEEDS OF IRAQI TORTURE, SGBV, AND WAR TRAUMA SURVIVORS IN THE KURDISTAN REGION OF IRAQ BY BUILDI","Cvt Proposes to Address the Trauma and Rehabilitation Needs of Iraqi Torture, Sgbv, and War Trauma Survivors in the Kurdistan Region of Iraq By Buildi",Public Administration,Erbil,36.22697,43.98982,72010,Material relief assistance and services,720,VIII.1. Emergency Response,2016-01-01 00:00:00,2016-12-31 00:00:00,"In 2016, the Center for Victims of Torture (CVT), with funding from the U.S. Department of State's Bureau of Population, Refugees, and Migration, initiated a project in the Kurdistan Region of Iraq to address the trauma and rehabilitation needs of survivors of torture, sexual and gender-based violence (SGBV), and war-related trauma. This project aimed to provide comprehensive mental health and psychosocial support (MHPSS) services, including trauma-focused therapy, physiotherapy, and social services, to individuals and families affected by human rights violations and violent conflict. CVT collaborated with local partners in both the Kurdistan Region and Federal Iraq to build local capacity and ensure the sustainability of these services. The project also engaged in advocacy efforts to strengthen human rights and justice for survivors","United States, State Department",150,39,150,197
2017,5,Germany,Federal Foreign Office,2017008567,Iraq,Middle East,ODA Grants,1.220282,302,HUMANITARIAN ASSISTANCE - RELIEF FOR SYRIAN REFUGEES,Humanitarian Assistance - Relief for Syrian refugees,Public Administration,Erbil,36.1634,44.01538,72010,Material relief assistance and services,720,VIII.1. Emergency Response,2016-02-01 00:00:00,2018-01-30 00:00:00,"In 2016, Germany provided humanitarian assistance to Syrian refugees, internally displaced persons (IDPs), and host communities in northern Iraq. This support was channeled through various partners, including ACT Alliance and Diakonie Emergency Aid. The assistance focused on delivering emergency aid to these vulnerable populations in northern Iraq.","Germany, Federal Foreign Office",52,39,52,100
2015,5,Germany,Federal Foreign Office,2015007091,Iraq,Middle East,ODA Grants,1.220189,302,HUMANITARIAN ASSISTANCE HEALTH CARE,Humanitarian Assistance health care,Public Administration,Duhok,36.86858,43.00189,72010,Material relief assistance and services,720,VIII.1. Emergency Response,2015-02-14 00:00:00,2015-12-31 00:00:00,"In 2015, Germany, through its development cooperation agency GIZ, initiated a project aimed at improving healthcare for internally displaced persons (IDPs), refugees, and host communities in the Kurdistan Region of Iraq, specifically in Dohuk Province. This initiative was launched in response to the significant strain on the local health system caused by the influx of displaced populations due to ongoing conflicts.","Germany, Federal Foreign Office",35,39,35,64
2018,5,Germany,Land Baden-W체rttemberg,2018014105,Iraq,Middle East,ODA Grants,1.219167,302,DOHUK,Dohuk,IT,Duhok,36.86717,42.99857,73010,Immediate post-emergency reconstruction and rehabilitation,730,VIII.2. Reconstruction Relief & Rehabilitation,2018-11-28 00:00:00,2020-11-30 00:00:00,"In 2018, Germany continued its humanitarian efforts in the Kurdistan Region of Iraq, focusing on providing aid to internally displaced persons (IDPs), refugees, and host communities in the Duhok Governorate. This assistance was part of Germany's broader commitment to support populations affected by conflict and displacement in northern Iraq. The aid encompassed various sectors, including health care, education, and infrastructure rehabilitation, aiming to improve the living conditions and resilience of vulnerable communities.","Germany, Land Baden-W체rttemberg",5,58,5,23
